2023-10-29 00:54:08,227	[INFO]	Path to the temporal program variants: ./.pyggi/tmp_variants\wrap\1698537248
2023-10-29 00:54:08,227	[INFO]	./.pyggi/logs\wrap_1698537248.log
2023-10-29 00:54:08,959	[INFO]	The fitness value of original program: 5.0
2023-10-29 00:54:08,959	[INFO]	Epoch	Iter	Status	Fitness	Patch
2023-10-29 00:54:19,149	[INFO]	1	17	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 8), 'direction': 'after'})
2023-10-29 00:54:19,738	[INFO]	1	18	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:54:20,397	[INFO]	1	19	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:54:20,981	[INFO]	1	20	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 4), 'direction': 'before'})
2023-10-29 00:54:21,609	[INFO]	1	21	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 7)})
2023-10-29 00:54:22,185	[INFO]	1	22	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 7)})
2023-10-29 00:54:22,785	[INFO]	1	23	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 5)})
2023-10-29 00:54:23,387	[INFO]	1	24	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:54:24,009	[INFO]	1	25	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 1), 'direction': 'after'})
2023-10-29 00:54:24,627	[INFO]	1	26	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 9), 'direction': 'before'})
2023-10-29 00:54:25,207	[INFO]	1	27	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 4), 'direction': 'before'})
2023-10-29 00:54:25,802	[INFO]	1	28	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 8)})
2023-10-29 00:54:26,382	[INFO]	1	29	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 7)})
2023-10-29 00:54:26,972	[INFO]	1	30	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 7), 'direction': 'before'})
2023-10-29 00:54:27,589	[INFO]	1	31	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:54:28,206	[INFO]	1	32	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:54:28,809	[INFO]	1	33	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:54:29,403	[INFO]	1	34	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 5)})
2023-10-29 00:54:30,086	[INFO]	1	35	PARSE_ERROR	None	StmtDeletion({'target': ('./wrap.py', 0)})
2023-10-29 00:54:30,667	[INFO]	1	36	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 2)})
2023-10-29 00:54:31,283	[INFO]	1	37	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 2)})
2023-10-29 00:54:31,868	[INFO]	1	38	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 9)})
2023-10-29 00:54:32,457	[INFO]	1	39	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 3), 'direction': 'after'})
2023-10-29 00:54:33,150	[INFO]	1	40	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 8)})
2023-10-29 00:54:33,821	[INFO]	1	41	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 9)})
2023-10-29 00:54:34,504	[INFO]	1	42	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 2)})
2023-10-29 00:54:35,140	[INFO]	1	43	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 7), 'direction': 'before'})
2023-10-29 00:54:35,770	[INFO]	1	44	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:54:36,372	[INFO]	1	45	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 6), 'direction': 'before'})
2023-10-29 00:54:37,001	[INFO]	1	46	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 3)})
2023-10-29 00:54:37,599	[INFO]	1	47	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 6)})
2023-10-29 00:54:38,211	[INFO]	1	48	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:54:38,822	[INFO]	1	49	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 7), 'direction': 'before'})
2023-10-29 00:54:39,448	[INFO]	1	50	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 9)})
2023-10-29 00:54:40,050	[INFO]	1	51	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:54:40,659	[INFO]	1	52	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 1)})
2023-10-29 00:54:41,270	[INFO]	1	53	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 7), 'direction': 'after'})
2023-10-29 00:54:41,911	[INFO]	1	54	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 3)})
2023-10-29 00:54:42,566	[INFO]	1	55	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 0)})
2023-10-29 00:54:43,156	[INFO]	1	56	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 5)})
2023-10-29 00:54:43,769	[INFO]	1	57	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:54:44,391	[INFO]	1	58	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 9), 'direction': 'before'})
2023-10-29 00:54:45,076	[INFO]	1	59	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:54:45,720	[INFO]	1	60	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:54:46,322	[INFO]	1	61	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 1), 'direction': 'after'})
2023-10-29 00:54:46,928	[INFO]	1	62	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 2)})
2023-10-29 00:54:47,560	[INFO]	1	63	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 3), 'direction': 'after'})
2023-10-29 00:54:48,212	[INFO]	1	64	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 5)})
2023-10-29 00:54:48,833	[INFO]	1	65	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:54:49,448	[INFO]	1	66	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 1), 'direction': 'after'})
2023-10-29 00:54:50,067	[INFO]	1	67	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 8), 'direction': 'after'})
2023-10-29 00:54:50,659	[INFO]	1	68	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 2)})
2023-10-29 00:54:51,308	[INFO]	1	69	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 8), 'direction': 'after'})
2023-10-29 00:54:51,938	[INFO]	1	70	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:54:52,519	[INFO]	1	71	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 2), 'direction': 'after'})
2023-10-29 00:54:53,201	[INFO]	1	72	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 5), 'direction': 'before'})
2023-10-29 00:54:53,817	[INFO]	1	73	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 3)})
2023-10-29 00:54:54,424	[INFO]	1	74	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 9)})
2023-10-29 00:54:55,025	[INFO]	1	75	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:54:55,635	[INFO]	1	76	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:54:56,265	[INFO]	1	77	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:54:56,866	[INFO]	1	78	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 6), 'direction': 'after'})
2023-10-29 00:54:57,465	[INFO]	1	79	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:54:58,069	[INFO]	1	80	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 8), 'direction': 'after'})
2023-10-29 00:54:58,667	[INFO]	1	81	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:54:59,279	[INFO]	1	82	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 6), 'direction': 'before'})
2023-10-29 00:54:59,806	[INFO]	1	83	SUCCESS	*0	StmtReplacement({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 2)})
2023-10-29 00:55:00,491	[INFO]	2	1	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 9)})
2023-10-29 00:55:01,110	[INFO]	2	2	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 9), 'direction': 'after'})
2023-10-29 00:55:01,760	[INFO]	2	3	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 1), 'direction': 'after'})
2023-10-29 00:55:02,418	[INFO]	2	4	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 7), 'direction': 'before'})
2023-10-29 00:55:03,091	[INFO]	2	5	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 3)})
2023-10-29 00:55:03,710	[INFO]	2	6	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 7)})
2023-10-29 00:55:04,359	[INFO]	2	7	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 7)})
2023-10-29 00:55:04,949	[INFO]	2	8	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 1)})
2023-10-29 00:55:05,635	[INFO]	2	9	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 7), 'direction': 'after'})
2023-10-29 00:55:06,218	[INFO]	2	10	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 8)})
2023-10-29 00:55:06,822	[INFO]	2	11	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 6)})
2023-10-29 00:55:07,417	[INFO]	2	12	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 2), 'direction': 'after'})
2023-10-29 00:55:08,017	[INFO]	2	13	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 3)})
2023-10-29 00:55:08,645	[INFO]	2	14	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 9)})
2023-10-29 00:55:09,254	[INFO]	2	15	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 3), 'direction': 'after'})
2023-10-29 00:55:09,838	[INFO]	2	16	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:55:10,426	[INFO]	2	17	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:55:11,026	[INFO]	2	18	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 4)})
2023-10-29 00:55:11,689	[INFO]	2	19	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 8)})
2023-10-29 00:55:12,298	[INFO]	2	20	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 2)})
2023-10-29 00:55:12,898	[INFO]	2	21	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 7), 'direction': 'after'})
2023-10-29 00:55:13,483	[INFO]	2	22	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:55:14,131	[INFO]	2	23	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 2), 'direction': 'before'})
2023-10-29 00:55:14,756	[INFO]	2	24	PARSE_ERROR	None	StmtDeletion({'target': ('./wrap.py', 0)})
2023-10-29 00:55:15,374	[INFO]	2	25	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 1)})
2023-10-29 00:55:15,977	[INFO]	2	26	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 2), 'direction': 'after'})
2023-10-29 00:55:16,569	[INFO]	2	27	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 8)})
2023-10-29 00:55:17,184	[INFO]	2	28	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 8), 'direction': 'before'})
2023-10-29 00:55:17,810	[INFO]	2	29	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 7)})
2023-10-29 00:55:18,510	[INFO]	2	30	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 2)})
2023-10-29 00:55:19,139	[INFO]	2	31	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 3), 'direction': 'after'})
2023-10-29 00:55:19,753	[INFO]	2	32	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 1), 'direction': 'before'})
2023-10-29 00:55:20,338	[INFO]	2	33	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 3)})
2023-10-29 00:55:20,939	[INFO]	2	34	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 5)})
2023-10-29 00:55:21,538	[INFO]	2	35	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 5)})
2023-10-29 00:55:22,117	[INFO]	2	36	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 2), 'direction': 'before'})
2023-10-29 00:55:22,699	[INFO]	2	37	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 4), 'direction': 'before'})
2023-10-29 00:55:23,290	[INFO]	2	38	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 9)})
2023-10-29 00:55:23,896	[INFO]	2	39	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:55:24,481	[INFO]	2	40	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:55:25,080	[INFO]	2	41	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 6), 'direction': 'before'})
2023-10-29 00:55:25,669	[INFO]	2	42	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 7), 'direction': 'before'})
2023-10-29 00:55:26,255	[INFO]	2	43	SUCCESS	5	StmtDeletion({'target': ('./wrap.py', 5)})
2023-10-29 00:55:26,901	[INFO]	2	44	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 6), 'direction': 'after'})
2023-10-29 00:55:27,509	[INFO]	2	45	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 2), 'direction': 'before'})
2023-10-29 00:55:28,119	[INFO]	2	46	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:55:28,699	[INFO]	2	47	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:55:29,316	[INFO]	2	48	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:55:29,911	[INFO]	2	49	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 0), 'direction': 'after'})
2023-10-29 00:55:30,497	[INFO]	2	50	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 1), 'direction': 'before'})
2023-10-29 00:55:31,071	[INFO]	2	51	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:55:31,654	[INFO]	2	52	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 6), 'direction': 'before'})
2023-10-29 00:55:32,243	[INFO]	2	53	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 0), 'direction': 'before'})
2023-10-29 00:55:32,902	[INFO]	2	54	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 0), 'direction': 'after'})
2023-10-29 00:55:33,520	[INFO]	2	55	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 6), 'direction': 'before'})
2023-10-29 00:55:34,144	[INFO]	2	56	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 7), 'ingredient': ('./wrap.py', 7), 'direction': 'after'})
2023-10-29 00:55:34,727	[INFO]	2	57	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 7)})
2023-10-29 00:55:35,317	[INFO]	2	58	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 7)})
2023-10-29 00:55:35,913	[INFO]	2	59	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 9), 'ingredient': ('./wrap.py', 0)})
2023-10-29 00:55:36,505	[INFO]	2	60	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 3)})
2023-10-29 00:55:37,104	[INFO]	2	61	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 3)})
2023-10-29 00:55:37,734	[INFO]	2	62	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 4), 'direction': 'before'})
2023-10-29 00:55:38,323	[INFO]	2	63	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:55:38,940	[INFO]	2	64	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 8), 'direction': 'after'})
2023-10-29 00:55:39,538	[INFO]	2	65	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:55:40,212	[INFO]	2	66	PARSE_ERROR	None	StmtInsertion({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:55:40,855	[INFO]	2	67	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 9)})
2023-10-29 00:55:41,460	[INFO]	2	68	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 8), 'ingredient': ('./wrap.py', 6), 'direction': 'after'})
2023-10-29 00:55:42,054	[INFO]	2	69	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 4)})
2023-10-29 00:55:42,636	[INFO]	2	70	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 5)})
2023-10-29 00:55:43,227	[INFO]	2	71	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 3), 'direction': 'before'})
2023-10-29 00:55:43,850	[INFO]	2	72	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 5)})
2023-10-29 00:55:44,490	[INFO]	2	73	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 8), 'direction': 'before'})
2023-10-29 00:55:45,078	[INFO]	2	74	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 5), 'ingredient': ('./wrap.py', 4), 'direction': 'after'})
2023-10-29 00:55:45,680	[INFO]	2	75	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 8), 'direction': 'after'})
2023-10-29 00:55:46,273	[INFO]	2	76	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 3)})
2023-10-29 00:55:46,866	[INFO]	2	77	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 9), 'direction': 'before'})
2023-10-29 00:55:47,473	[INFO]	2	78	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 1), 'direction': 'after'})
2023-10-29 00:55:48,080	[INFO]	2	79	PARSE_ERROR	None	StmtReplacement({'target': ('./wrap.py', 0), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:55:48,670	[INFO]	2	80	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 2), 'ingredient': ('./wrap.py', 5), 'direction': 'before'})
2023-10-29 00:55:49,285	[INFO]	2	81	SUCCESS	5	StmtReplacement({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 6)})
2023-10-29 00:55:49,914	[INFO]	2	82	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 9), 'direction': 'after'})
2023-10-29 00:55:50,495	[INFO]	2	83	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 6), 'ingredient': ('./wrap.py', 3), 'direction': 'after'})
2023-10-29 00:55:51,077	[INFO]	2	84	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 3), 'ingredient': ('./wrap.py', 7), 'direction': 'before'})
2023-10-29 00:55:51,663	[INFO]	2	85	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 4), 'ingredient': ('./wrap.py', 7), 'direction': 'after'})
2023-10-29 00:55:52,250	[INFO]	2	86	SUCCESS	5	StmtInsertion({'target': ('./wrap.py', 1), 'ingredient': ('./wrap.py', 4), 'direction': 'before'})
